"financial_statement_heading_id/id","nro_rubro","name","is_total","code_sunat","is_title","title"
"01","1","ACTIVO","False","1D0000","True","ACTIVO"
"01","2","ACTIVO CORRIENTE","False","1D0000","True","ACTIVO CORRIENTE"
"01","3","Efectivo y Equivalentes al Efectivo","False","1D0109","False",""
"01","4","Efectivo y Equivalentes al Efectivo","False","1D0109","False",""
"01","5","Otros Activos Financieros","False","1D0114","False",""
"01","6","Cuentas por cobrar comerciales y otras cuentas por cobrar","False","1D0121","False",""
"01","7","Cuentas por Cobrar Comerciales (neto)","False","1D0103","False",""
"01","8","Otras Cuentas por Cobrar (neto)","False","1D0105","False",""
"01","9","Cuentas por Cobrar a Entidades Relacionadas","False","1D0104","False",""
"01","10","Anticipos","False","1D0107","False",""
"01","11","Inventarios","False","1D0106","False",""
"01","12","Activos Biológicos","False","1D0112","False",""
"01","13","Activos por Impuestos a las Ganancias ","False","1D0117","False",""
"01","14","Otros Activos no financieros","False","1D0113","False",""
"01","15","Total Activos Corrientes Distintos de los Activos o Grupos de Activos para su Disposición Clasificados como Mantenidos para la Venta o para Distribuir a los Propietarios","False","1D0118","False",""
"01","16","Activos no Corrientes o Grupos de Activos para su Disposición Clasificados como Mantenidos para la Venta","False","1D0119","False",""
"01","17","Activos no Corrientes o Grupos de Activos para su Disposición Clasificados como Mantenidos para Distribuir a los Propietarios","False","1D0120","False",""
"01","18","Activos no Corrientes o Grupos de Activos para su Disposición Clasificados como Mantenidos para la Venta o como Mantenidos para Distribuir a los Propietarios","False","1D0115","False",""
"01","19","Total Activos Corrientes","True","1D01ST","False",""
"01","20","ACTIVO NO CORRIENTE","False","1D0000","True","ACTIVO NO CORRIENTE"
"01","21","Otros Activos Financieros","False","1D0217","False",""
"01","22","Inversiones en subsidiarias, negocios conjuntos y asociadas","False","1D0221","False",""
"01","23","Cuentas por cobrar comerciales y otras cuentas por cobrar","False","1D0219","False",""
"01","24","Cuentas por Cobrar Comerciales","False","1D0201","False",""
"01","25","Otras Cuentas por Cobrar","False","1D0203","False",""
"01","26","Cuentas por Cobrar a Entidades Relacionadas","False","1D0202","False",""
"01","27","Anticipos","False","1D0220","False",""
"01","28","Activos Biológicos","False","1D0216","is_title","title","False",""
"01","29","Propiedades de Inversión","False","1D0211","False",""
"01","30","Propiedades, Planta y Equipo (neto)","False","1D0205","False",""
"01","31","Activos  intangibles distintos  de la plusvalia","False","1D0206","False",""
"01","32","Activos por impuestos diferidos","False","1D0207","False",""
"01","33","Plusvalía","False","1D0212","False",""
"01","34","Otros Activos no financieros","False","1D0208","False",""
"01","35","Total Activos No Corrientes","True","1D02ST","False",""
"01","36","TOTAL DE ACTIVOS","True","1D020T","False",""
"01","37","PASIVO Y PATRIMONIO","False","1D0000","True","PASIVO Y PATRIMONIO"
"01","38","PASIVO CORRIENTE","False","1D0000","True","PASIVO CORRIENTE"
"01","39","Otros Pasivos Financieros ","False","1D0309","False",""
"01","40","Cuentas por pagar comerciales y otras cuentas por pagar ","False","1D0316","False",""
"01","41","Cuentas por Pagar Comerciales ","False","1D0302","False",""
"01","42","Otras Cuentas por Pagar","False","1D0304","False",""
"01","43","Cuentas por Pagar a Entidades Relacionadas","False","1D0303","False",""
"01","44","Ingresos diferidos ","False","1D0317","False",""
"01","45","Provisión por Beneficios a los Empleados","False","1D0313","False",""
"01","46","Otras provisiones ","False","1D0310","False",""
"01","47","Pasivos por Impuestos a las Ganancias ","False","1D0311","False",""
"01","48","Otros Pasivos no financieros","False","1D0314","False",""
"01","49","Total de Pasivos Corrientes distintos de Pasivos incluidos en Grupos de Activos para su Disposición Clasificados como Mantenidos para la Venta","False","1D0315","False",""
"01","50","Pasivos incluidos en Grupos de Activos para su Disposición Clasificados como Mantenidos para la Venta","False","1D0312","False",""
"01","51","Total Pasivos Corrientes","True","1D03ST","False",""
"01","52","PASIVO NO CORRIENTE","False","1D0000","True","PASIVO NO CORRIENTE"
"01","53","Otros Pasivos Financieros ","False","1D0401","False",""
"01","54","Cuentas por pagar comerciales y otras cuentas por pagar ","False","1D0411","False",""
"01","55","Cuentas por Pagar Comerciales ","False","1D0407","False",""
"01","56","Otras Cuentas por Pagar","False","1D0408","False",""
"01","57","Cuentas por Pagar a Entidades Relacionadas","False","1D0402","False",""
"01","58","Ingresos Diferidos","False","1D0403","False",""
"01","59","Provisión por Beneficios a los Empleados","False","1D0409","False",""
"01","60","Otras provisiones ","False","1D0406","False",""
"01","61","Pasivos por impuestos diferidos","False","1D0404","False",""
"01","62","Otros pasivos no financieros","False","1D0410","False",""
"01","63","Total Pasivos No Corrientes","True","1D04ST","False",""
"01","64","Total Pasivos ","True","1D040T","False",""
"01","65","Contingencias","False","","False",""
"01","66","Interes minoritario","False","","False",""
"01","67","PATRIMONIO NETO","False","1D0000","True","PATRIMONIO NETO"
"01","68","Capital Emitido","False","1D0701","False",""
"01","69","Primas de Emisión","False","1D0702","False",""
"01","70","Acciones de Inversión","False","1D0703","False",""
"01","71","Acciones Propias en Cartera","False","1D0711","False",""
"01","72","Otras Reservas de Capital","False","1D0712","False",""
"01","73","Resultado del Ejercicio","False","1D0713","False",""
"01","74","Resultados Acumulados","False","1D0707","False",""
"01","75","Otras Reservas de Patrimonio","False","1D0708","False",""
"01","76","Total Patrimonio ","True","1D07ST","False",""
"01","77","TOTAL PASIVO Y PATRIMONIO","True","1D070T","False",""
"02","1","Venta de Bienes y Prestación de Servicios ","False","3D0101","False",""
"02","2","Regalías, cuotas,  comisiones, otros ingresos de actividades ordinarias ","False","3D0112","False",""
"02","3","Contratos mantenidos con propósito de intermediación o para negociar","False","3D0110","False",""
"02","4","Arredamiento y posterior venta de esos activos","False","3D0117","False",""
"02","5","Otros cobros de efectivo relativos a la actividad de operación","False","3D0104","False",""
"02","6","Proveedores de Bienes y Servicios","False","3D0109","False",""
"02","7","Contratos mantenidos con propósito de intermediación o para negociar","False","3D0118","False",""
"02","8","Pagos a y por cuenta de los empleados","False","3D0105","False",""
"02","9","Elaboración o adquisición de activos para arrendar y otros mantenidos para la venta","False","3D0119","False",""
"02","10","Otros Pagos de Efectivo Relativos a la Actividad  de Operación","False","3D0108","False",""
"02","11","Flujos de efectivo y equivalente al efectivo procedente de (utilizados en) operaciones","False","3D0121","False",""
"02","12","Intereses recibidos (no incluidos en la Actividad de Inversión)","False","3D0103","False",""
"02","13","Intereses pagados (no incluidos en la Actividad de Financiación)","False","3D0107","False",""
"02","14","Dividendos Recibidos (no incluidos en la Actividad de Inversión)","False","3D0111","False",""
"02","15","Dividendos pagados(no incluidos en la Actividad de Financiación)","False","3D0116","False",""
"02","16","Impuestos a las ganancias (pagados) reembolsados","False","3D0120","False",""
"02","17","Otros cobros (pagos) de efectivo","False","3D0122","False",""
"02","18","Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Operación","False","3D01ST","False",""
"02","19","Reembolso de Adelantos de Prestamos y Préstamos Concedidos a Terceros","False","3D0220","False",""
"02","20","Pérdida de control de subsidiarias u otros negocios","False","3D0218","False",""
"02","21","Reembolsos recibidos de préstamos a entidades relacionadas","False","3D0209","False",""
"02","22","Venta de  Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades","False","3D0201","False",""
"02","23","Contratos Derivados (futuro, a término, opciones)","False","3D0221","False",""
"02","24","Venta  de Participaciones en Negocios Conjuntos, Neto del Efectivo Desapropiado","False","3D0222","False",""
"02","25","Venta de Propiedades, Planta y Equipo","False","3D0202","False",""
"02","26","Venta de Activos Intangibles","False","3D0203","False",""
"02","27","Venta de Otros Activos de largo plazo","False","3D0223","False",""
"02","28","Subvenciones del gobierno","False","3D0231","False",""
"02","29","Intereses Recibidos","False","3D0210","False",""
"02","30","Dividendos Recibidos","False","3D0211","False",""
"02","31","Anticipos y Prestamos Concedidos a Terceros","False","3D0225","False",""
"02","32","Obtener el control de subsidiarias u otros negocios","False","3D0232","False",""
"02","33","Prestamos concedidos a entidades relacionadas","False","3D0212","False",""
"02","34","Compra de Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades","False","3D0205","False",""
"02","35","Contratos Derivados (futuro, a término, opciones)","False","3D0226","False",""
"02","36","Compra de Subsidiarias, Neto del Efectivo Adquirido","False","3D0219","False",""
"02","37","Compra de Participaciones en Negocios Conjuntos,  Neto del Efectivo Adquirido","False","3D0227","False",""
"02","38","Compra de Propiedades, Planta  y Equipo","False","3D0206","False",""
"02","39","Compra de Activos Intangibles ","False","3D0207","False",""
"02","40","Compra de Otros Activos de largo plazo","False","3D0229","False",""
"02","41","Impuestos a las ganancias (pagados) reembolsados","False","3D0233","False",""
"02","42","Otros cobros (pagos) de efectivo relativos a la actividad de inversión    ","False","3D0234","False",""
"02","43","Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Inversión","False","3D02ST","False",""
"02","44","Obtención de Préstamos ","False","3D0325","False",""
"02","45","Préstamos de entidades relacionadas","False","3D0319","False",""
"02","46","Cambios en las participaciones en la propiedad de subsidiarias que no resultan en pérdida de control","False","3D0326","False",""
"02","47","Emisión de Acciones ","False","3D0327","False",""
"02","48","Emisión de  Otros Instrumentos de Patrimonio ","False","3D0328","False",""
"02","49","Subvenciones del gobierno","False","3D0329","False",""
"02","50","Amortización o pago de Préstamos ","False","3D0330","False",""
"02","51","Pasivos por Arrendamiento Financiero","False","3D0322","False",""
"02","52","Préstamos de entidades relacionadas","False","3D0321","False",""
"02","53","Cambios en las participaciones en la propiedad de subsidiarias que no resultan en pérdida de control","False","3D0331","False",""
"02","54","Recompra o Rescate de Acciones de la Entidad (Acciones en Cartera)","False","3D0310","False",""
"02","55","Adquisición de Otras Participaciones en el Patrimonio","False","3D0323","False",""
"02","56","Intereses pagados","False","3D0311","False",""
"02","57","Dividendos pagados","False","3D0305","False",""
"02","58","Impuestos a las ganancias (pagados) reembolsados","False","3D0332","False",""
"02","59","Otros cobros (pagos) de efectivo relativos a la actividad de financiación  ","False","3D0333","False",""
"02","60","Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Financiación","False","3D03ST","False",""
"02","61","Aumento (Disminución) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio","False","3D0401","False",""
"02","62","Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo","False","3D0404","False",""
"02","63","Aumento (Disminución) Neto de Efectivo y Equivalente al Efectivo","False","3D0405","False",""
"02","64","Efectivo y Equivalente al Efectivo al Inicio del Ejercicio","False","3D0402","False",""
"02","65","Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio","False","3D04ST","False",""
"03","1","Saldos al 1ero. de enero de","False","4D0101","False",""
"03","2","      Cambios en Políticas Contables ","False","4D0126","False",""
"03","3","      Corrección de Errores","False","4D0127","False",""
"03","4","Saldo Inicial Reexpresado","False","4D0128","False",""
"03","5","      Ganancia (Pérdida) Neta del Ejercicio","False","4D0129","False",""
"03","6","      Otro Resultado Integral","False","4D0130","False",""
"03","7","Resultado Integral Total del Ejercicio","False","4D0131","False",""
"03","8","Dividendos en Efectivo Declarados","False","4D0104","False",""
"03","9","Emisión (reducción) de patrimonio","False","4D0105","False",""
"03","10","Reducción o Amortización de Acciones de Inversión","False","4D0132","False",""
"03","11","Incremento (Disminución) por otras Aportaciones de los Propietarios ","False","4D0133","False",""
"03","12","Disminución (Incremento) por otras Distribuciones a los Propietarios ","False","4D0134","False",""
"03","13","Incremento (Disminución) por Cambios en la Participación de Subsidiarias que no impliquen Pérdidas de Control","False","4D0135","False",""
"03","14","Incremento (disminución) por transacciones con acciones propias en cartera","False","4D0114","False",""
"03","15","Incremento (Disminución) por Transferencia y Otros Cambios de patrimonio","False","4D0112","False",""
"03","16","Total incremento (disminución) en el patrimonio","False","4D0136","False",""
"03","17","Saldos al 31 de diciembre de ","False","4D01ST","False",""
"03","18","Saldos al 1ero. de enero de ","False","4D0201","False",""
"03","19","      Cambios en Políticas Contables ","False","4D0226","False",""
"03","20","      Corrección de Errores","False","4D0227","False",""
"03","21","Saldo Inicial Reexpresado","False","4D0228","False",""
"03","22","      Ganancia (Pérdida) Neta del Ejercicio","False","4D0229","False",""
"03","23","      Otro Resultado Integral","False","4D0230","False",""
"03","24","Resultado Integral Total del Ejercicio","False","4D0231","False",""
"03","25","Dividendos en Efectivo Declarados","False","4D0204","False",""
"03","26","Emisión (reducción) de patrimonio","False","4D0205","False",""
"03","27","Reducción o Amortización de Acciones de Inversión","False","4D0232","False",""
"03","28","Incremento (Disminución) por otras Aportaciones de los Propietarios ","False","4D0233","False",""
"03","29","Disminución (Incremento) por otras Distribuciones a los Propietarios ","False","4D0234","False",""
"03","30","Incremento (Disminución) por Cambios en la Participación de Subsidiarias que no impliquen Pérdidas de Control","False","4D0235","False",""
"03","31","Incremento (disminución) por transacciones con acciones propias en cartera","False","4D0214","False",""
"03","32","Incremento (Disminución) por Transferencia y Otros Cambios de patrimonio","False","4D0212","False",""
"03","33","Total incremento (disminución) en el patrimonio","False","4D0236","False",""
"03","34","Saldos al 31 de diciembre de","False","4D02ST","False",""
"04","1","Ingresos de actividades ordinarias","False","2D01ST","False",""
"04","2","Costo de Ventas ","False","2D0201","False",""
"04","3","Ganancia (Pérdida) Bruta","False","2D02ST","False",""
"04","4","Gastos de Ventas y Distribución","False","2D0302","False",""
"04","5","Gastos de Administración","False","2D0301","False",""
"04","6","Ganancia (Pérdida) de la baja en Activos Financieros medidos al Costo Amortizado","False","2D0407","False",""
"04","7","Otros Ingresos Operativos","False","2D0403","False",""
"04","8","Otros Gastos Operativos","False","2D0404","False",""
"04","9","Otras ganancias (pérdidas)","False","2D0412","False",""
"04","10","Ganancia (Pérdida) por actividades de operación","False","2D03ST","False",""
"04","11","Ingresos Financieros","False","2D0401","False",""
"04","12","Gastos Financieros","False","2D0402","False",""
"04","13","Diferencias de Cambio neto","False","2D0410","False",""
"04","14","Otros ingresos (gastos) de las subsidiarias,negocios conjuntos y asociadas","False","2D0414","False",""
"04","15","Ganancias (Pérdidas) que surgen de la Diferencia entre el Valor Libro Anterior y el Valor Justo de Activos Financieros Reclasificados Medidos a Valor Razonable","False","2D0411","False",""
"04","16","Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar","False","2D0413","False",""
"04","17","Resultado antes de Impuesto a las Ganancias","False","2D04ST","False",""
"04","18","Gasto por Impuesto a las Ganancias","False","2D0502","False",""
"04","19","Ganancia (Pérdida) Neta de Operaciones  Continuadas","False","2D0503","False",""
"04","20","Ganancia (pérdida)  procedente de operaciones discontinuadas, neta del impuesto a las ganancias ","False","2D0504","False",""
"04","21","Ganancia (Pérdida) Neta del Ejercicio","False","2D07ST","False",""
"05","1","Ganancia (Pérdida)  Neta del Ejercicio","False","5D0101","False",""
"05","2","Variación Neta por Coberturas del Flujo de Efectivo","False","5D0103","False",""
"05","3","Coberturas de inversión neta de negocios en el extranjero","False","5D0109","False",""
"05","4","Ganancias (Pérdidas) de Inversiones en Instrumentos de Patrimonio al valor razonable","False","5D0104","False",""
"05","5","Diferencia de Cambio  por Conversión de Operaciones en el Extranjero","False","5D0105","False",""
"05","6","Variación neta de activos no corrientes o grupos de activos mantenidos para la venta ","False","5D0110","False",""
"05","7","Superávit de Revaluación ","False","5D0107","False",""
"05","8","Ganancia (pérdida) actuariales en plan de beneficios definidos","False","5D0111","False",""
"05","9","Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de crédito del pasivo","False","5D0112","False",""
"05","10","Otro Resultado Integral antes de Impuestos ","False","5D01ST","False",""
"05","11","Variación Neta por Coberturas del Flujo de Efectivo","False","5D0202","False",""
"05","12","Coberturas de inversión neta de negocios en el extranjero","False","5D0208","False",""
"05","13","Ganancias (Pérdidas) de Inversiones en Instrumentos de Patrimonio al valor razonable","False","5D0203","False",""
"05","14","Diferencia de Cambio  por Conversión de Operaciones en el Extranjero","False","5D0204","False",""
"05","15","Variación neta de activos no corrientes o grupos de activos mantenidos para la venta ","False","5D0209","False",""
"05","16","Superávit de Revaluación ","False","5D0206","False",""
"05","17","Ganancia (pérdida) actuariales en plan de beneficios definidos","False","5D0210","False",""
"05","18","Cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de crédito del pasivo","False","5D0211","False",""
"05","19","Suma de Impuestos a las Ganancias Relacionados con Componentes de Otro Resultado Integral","False","5D02ST","False",""
"05","20","Otros Resultado Integral","False","5D03ST","False",""
"05","21","Resultado  Integral Total del Ejercicio, neto del Impuesto a las Ganancias","False","5D04ST","False",""
"06","1","Ganancia (Pérdida) Neta del Ejercicio","False","3D05ST","False",""
"06","2","Gasto por Intereses","False","3D0611","False",""
"06","3","Ingreso por Intereses","False","3D0627","False",""
"06","4","Ingreso por Dividendos","False","3D0628","False",""
"06","5","Pérdida (Ganancia) por Diferencias de Cambio no realizadas","False","3D0629","False",""
"06","6","Gasto por Impuestos a las Ganancias","False","3D0620","False",""
"06","7","Pérdidas por Deterioro de Valor (Reversiones de Pérdidas por Deterioro de Valor) reconocidas en el Resultado del Ejercicio  ","False","3D0610","False",""
"06","8","Depreciación,  Amortización y Agotamiento","False","3D0602","False",""
"06","9","Pérdidas  (Ganancias) por Valor Razonable","False","3D0631","False",""
"06","10","Pérdida (Ganancias) por la Disposición de Activos no Corrientes Mantenidas para la Venta","False","3D0632","False",""
"06","11","Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar","False","3D0634","False",""
"06","12","Pérdida (ganancia) en venta de propiedades de inversión","False","3D0635","False",""
"06","13","Pérdida (Ganancia) en Venta de Propiedades, Planta y Equipo","False","3D0605","False",""
"06","14","Pérdida (Ganancia) en Venta de Activos Intangibles","False","3D0618","False",""
"06","15","Otros ajustes para conciliar la ganancia (pérdida) del ejercicio","False","3D0608","False",""
"06","16","(Aumento) disminución de cuentas por cobrar comerciales y otras cuentas por cobrar","False","3D0835","False",""
"06","17","(Aumento) Disminución en Inventarios","False","3D0804","False",""
"06","18","(Aumento) Disminución en Activos Biológicos","False","3D0813","False",""
"06","19","(Aumento) Disminución de otros activos no financieros","False","3D0818","False",""
"06","20","Aumento (disminución) de cuentas por pagar comerciales y otras cuentas por pagar","False","3D0833","False",""
"06","21","Aumento (Disminución) de Provisión por Beneficios a los Empleados","False","3D0829","False",""
"06","22","Aumento (Disminución) de Otras Provisiones","False","3D0815","False",""
"06","23","Total de ajustes por conciliación de ganancias (pérdidas)","False","3D0830","False",""
"06","24","Flujos de efectivo y equivalente al efectivo procedente de (utilizados en) operaciones","False","3D0121","False",""
"06","25","Intereses recibidos (no incluidos en la Actividad de Inversión)","False","3D0103","False",""
"06","26","Intereses pagados (no incluidos en la Actividad de Financiación)","False","3D0107","False",""
"06","27","Dividendos Recibidos (no incluidos en la Actividad de Inversión)","False","3D0111","False",""
"06","28","Dividendos pagados (no incluidos en la Actividad de Financiación)","False","3D0116","False",""
"06","29","Impuestos a las ganancias (pagados) reembolsados","False","3D0120","False",""
"06","30","Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Operación","False","3D01ST","False",""
"06","31","Reembolso de Adelantos de Prestamos y Préstamos Concedidos a Terceros","False","3D0220","False",""
"06","32","Pérdida de control de subsidiarias u otros negocios","False","3D0218","False",""
"06","33","Reembolsos recibidos de préstamos a entidades relacionadas","False","3D0209","False",""
"06","34","Venta de  Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades","False","3D0201","False",""
"06","35","Contratos Derivados (futuro, a término, opciones)","False","3D0221","False",""
"06","36","Venta  de Participaciones en Negocios Conjuntos, Neto del Efectivo Desapropiado","False","3D0222","False",""
"06","37","Venta de Propiedades, Planta y Equipo","False","3D0202","False",""
"06","38","Venta de Activos Intangibles","False","3D0203","False",""
"06","39","Venta de Otros Activos de largo plazo","False","3D0223","False",""
"06","40","Subvenciones del gobierno","False","3D0231","False",""
"06","41","Intereses Recibidos","False","3D0210","False",""
"06","42","Dividendos Recibidos","False","3D0211","False",""
"06","43","Anticipos y Prestamos Concedidos a Terceros","False","3D0225","False",""
"06","44","Obtener el control de subsidiarias u otros negocios","False","3D0232","False",""
"06","45","Prestamos concedidos a entidades relacionadas","False","3D0212","False",""
"06","46","Compra de Instrumentos Financieros de Patrimonio o Deuda de Otras Entidades","False","3D0205","False",""
"06","47","Contratos Derivados (futuro, a término, opciones)","False","3D0226","False",""
"06","48","Compra de Subsidiarias, Neto del Efectivo Adquirido","False","3D0219","False",""
"06","49","Compra de Participaciones en Negocios Conjuntos,  Neto del Efectivo Adquirido","False","3D0227","False",""
"06","50","Compra de Propiedades, Planta  y Equipo","False","3D0206","False",""
"06","51","Compra de Activos Intangibles ","False","3D0207","False",""
"06","52","Compra de Otros Activos de largo plazo","False","3D0229","False",""
"06","53","Impuestos a las ganancias (pagados) reembolsados","False","3D0233","False",""
"06","54","Otros cobros (pagos) de efectivo relativos a la actividad de inversión    ","False","3D0234","False",""
"06","55","Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Inversión","False","3D02ST","False",""
"06","56","Obtención de Préstamos ","False","3D0325","False",""
"06","57","Préstamos de entidades relacionadas","False","3D0319","False",""
"06","58","Cambios en las participaciones en la propiedad de subsidiarias que no resultan en pérdida de control","False","3D0326","False",""
"06","59","Emisión de Acciones ","False","3D0327","False",""
"06","60","Emisión de  Otros Instrumentos de Patrimonio ","False","3D0328","False",""
"06","61","Subvenciones del gobierno","False","3D0329","False",""
"06","62","Amortización o pago de Préstamos ","False","3D0330","False",""
"06","63","Pasivos por Arrendamiento Financiero","False","3D0322","False",""
"06","64","Préstamos de entidades relacionadas","False","3D0321","False",""
"06","65","Cambios en las participaciones en la propiedad de subsidiarias que no resultan en pérdida de control","False","3D0331","False",""
"06","66","Recompra o Rescate de Acciones de la Entidad (Acciones en Cartera)","False","3D0310","False",""
"06","67","Adquisición de Otras Participaciones en el Patrimonio","False","3D0323","False",""
"06","68","Intereses pagados","False","3D0311","False",""
"06","69","Dividendos pagados","False","3D0305","False",""
"06","70","Impuestos a las ganancias (pagados) reembolsados","False","3D0332","False",""
"06","71","Otros cobros (pagos) de efectivo relativos a la actividad de financiación  ","False","3D0333","False",""
"06","72","Flujos de Efectivo y Equivalente al Efectivo Procedente de (Utilizados en) Actividades de Financiación","False","3D03ST","False",""
"06","73","Aumento (Disminución) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio","False","3D0401","False",""
"06","74","Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo","False","3D0404","False",""
"06","75","Aumento (Disminución) Neto de Efectivo y Equivalente al Efectivo","False","3D0405","False",""
"06","76","Efectivo y Equivalente al Efectivo al Inicio del Ejercicio","False","3D0402","False",""
"06","77","Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio","False","3D04ST","False",""
